Hello World!!!
(1,0.0,0.0)
(2,0.0,0.0)
(3,0.0,0.0)
(4,0.0,0.0)
(5,0.0,0.0)
(6,0.0,0.0)
(7,0.0,0.0)
(8,0.0,0.0)
(9,0.0,0.0)
(10,3.814697265625E-6,3.814697265625E-5)
(11,1.9073486328125E-5,2.47955322265625E-4)
(12,5.4836273193359375E-5,9.059906005859375E-4)
(13,1.1920928955078125E-4,0.0024557113647460938)
(14,3.67090106010437E-4,0.007594972848892212)
(15,3.6457180976867676E-4,0.013063549995422363)
(16,0.001027282327413559,0.029500067234039307)
(17,7.599974051117897E-4,0.04242002312093973)
(18,0.001990420278161764,0.07824758812785149)
(19,0.0012687267153523862,0.10235339571954682)
(20,0.0031530227497569285,0.1654138507146854)
(21,0.0018410395241517108,0.20407568072187132)
(22,0.004406628206425012,0.3010215012632216)
(23,0.002431431245213389,0.35694441990312953)
(24,0.0056621861563996845,0.49283688765672196)
(25,0.0030051475425239005,0.5679655762198195)
(26,0.006856248004754484,0.746228024343436)
(27,0.003538828220386314,0.8417763862938665)
(28,0.00794875533689221,1.0643415357268484)
(29,0.004018722530768903,1.1808844891191466)
(30,0.008918048211560642,1.4484259354659659)
(31,0.004438305021998851,1.5860133911479302)
(32,0.009755710132371373,1.898196115383814)
(33,0.004796079071886562,2.0564667247560706)
(34,0.010462228457429988,2.4121824923086903)
(35,0.0050938205296200325,2.5904662108453915)
(36,0.011043682259932644,2.988038772202967)
(37,0.005335277594552149,3.1854440432013966)
(38,0.01150936199315176,3.6227997989411636)
(39,0.0055252570213014576,3.8382848227719206)
(40,0.011870133569256201,4.313090165542168)
(41,0.00566900830805248,4.54551950617232)
(42,0.012137358344485684,5.055288556640718)
(43,0.005771825614726757,5.303477058073969)
(44,0.01232221085848262,5.845654335847204)
(45,0.005838803042382625,6.108400472754422)
(46,0.012435272390293217,6.68042300270791)
(47,0.005874694871791017,6.956533661682087)
(48,0.012486310744808066,7.555876577432874)
(49,0.00588384576516328,7.844185019925876)
(50,0.012484182485262075,8.468394144188979)
(51,0.00587016629840713,8.767772625407742)
