Hello World!!!
(1,0.0,0.0)
(2,0.0,0.0)
(3,0.0,0.0)
(4,0.0,0.0)
(5,0.0,0.0)
(6,0.0,0.0)
(7,0.0,0.0)
(8,0.0,0.0)
(9,0.0,0.0)
(10,0.0,0.0)
(11,0.0,0.0)
(12,0.0,0.0)
(13,0.0,0.0)
(14,0.0,0.0)
(15,0.0,0.0)
(16,0.0,0.0)
(17,0.0,0.0)
(18,0.0,0.0)
(19,0.0,0.0)
(20,0.0,0.0)
(21,0.0,0.0)
(22,0.0,0.0)
(23,0.0,0.0)
(24,0.0,0.0)
(25,0.0,0.0)
(26,0.0,0.0)
(27,0.0,0.0)
(28,0.0,0.0)
(29,0.0,0.0)
(30,0.0,0.0)
(31,0.0,0.0)
(32,0.0,0.0)
(33,0.0,0.0)
(34,0.0,0.0)
(35,0.0,0.0)
(36,0.0,0.0)
(37,0.0,0.0)
(38,0.0,0.0)
(39,0.0,0.0)
(40,0.0,0.0)
(41,0.0,0.0)
(42,0.0,0.0)
(43,0.0,0.0)
(44,0.0,0.0)
(45,0.0,0.0)
(46,0.0,0.0)
(47,0.0,0.0)
(48,0.0,0.0)
(49,0.0,0.0)
(50,0.0,0.0)
(51,0.0,0.0)
(52,0.0,0.0)
(53,0.0,0.0)
(54,0.0,0.0)
(55,0.0,0.0)
(56,0.0,0.0)
(57,0.0,0.0)
(58,0.0,0.0)
(59,0.0,0.0)
(60,3.009265538105056E-36,1.8055593228630336E-34)
(61,9.027796614315168E-35,5.687511867018556E-33)
(62,1.3880237294509571E-33,9.17449830929779E-32)
(63,1.4576129950196365E-32,1.0100411699553489E-30)
(64,1.1756412876161403E-31,8.534145410698647E-30)
(65,7.764875576447083E-31,5.900583665760469E-29)
(66,4.372878011471357E-30,3.4761578541471424E-28)
(67,2.1588933174744415E-29,1.79407430812259E-27)
(68,9.534760769802892E-29,8.277711631588557E-27)
(69,3.8254018661276376E-28,3.4672984507869256E-26)
(70,1.4235517449904118E-27,1.3432160665719808E-25)
(71,4.8448716552489834E-27,4.7830749417987595E-25)
(72,1.5893225908579E-26,1.622619759597564E-24)
